artist_name,track_id,track_name,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity,duration
Dax,3bPK33sZdStzPI81xHOoc6,She Cheated Again,0.15,0.651,0.569,0.0,10,0.0928,-10.156,1,0.324,96.795,4,0.36,68,167.0
NAV,0BDDB65zAWJ1nQYyIgnZcj,Snap,0.301,0.766,0.359,8.05e-06,1,0.114,-9.491,0,0.557,172.0,4,0.202,68,170.0
Breaking Benjamin,7gQ7DfSSc3b8e4cHtFnDxu,Blood,3.83e-05,0.478,0.971,2.77e-05,7,0.295,-2.729,1,0.0858,90.526,4,0.284,68,189.0
Ultimo,3iHqUSg0LBRxAF5CzjBK9y,La stella più fragile dell'universo,0.912,0.584,0.261,0.0,7,0.134,-8.293,1,0.0569,137.354,4,0.34,68,226.0
Vigiland,1bjd4UgjnK5hedJJKmi3YP,Take This Ride,0.00704,0.608,0.536,3.59e-05,8,0.46,-5.355,0,0.0469,112.035,4,0.167,68,204.0
DJ Luian,20pJKlNIU3J1CrvhBr1kQ8,La Ocasión,0.293,0.739,0.627,0.0,9,0.477,-6.063,0,0.128,134.045,4,0.251,68,336.0
Alex Rose,2eiZyH87ER5yf9qXbV76Zy,More More,0.0724,0.804,0.661,0.0,10,0.126,-7.189,0,0.0909,76.474,4,0.419,68,205.0
Maroon 5,7gwLQ4tZ5UdZ7qNcDyJ8wr,Cold (feat. Future),0.14,0.693,0.717,0.0,9,0.0464,-6.346,0,0.107,99.836,4,0.412,68,234.0
Mac Miller,0Xcy81PsJCOO6mhLZaQyQ4,Perfecto,0.748,0.599,0.317,0.0,1,0.111,-11.212,1,0.174,148.09,4,0.203,68,215.0
Morat,6RiV6DnCbfc0b2KbNvumdP,Punto Y Aparte,0.655,0.603,0.742,0.0,2,0.102,-5.748,1,0.0581,148.004,4,0.356,68,210.0
Amaranth Cove,5Zp0ASRAlTJ6u1N0ELXLP8,Let Her Go,0.823,0.139,0.21,0.913,8,0.13,-17.317,0,0.0412,100.664,4,0.0414,68,183.0
Park Bom,65wvbMx87q6IHOBWTKAhWr,Spring (feat. Sandara Park),0.194,0.438,0.797,0.0,7,0.167,-3.951,0,0.0767,74.516,4,0.521,68,243.0
James Bay,5QY4JhMKx4aBAaZcosncqd,Slide,0.893,0.488,0.23,0.0,7,0.081,-8.163,1,0.0422,125.535,4,0.346,68,204.0
Anderson .Paak,6BvtitRX5lQC87YlA6rq0n,Bubblin,0.0731,0.568,0.873,0.0,1,0.367,-5.22,1,0.265,106.783,5,0.547,68,209.0
Danny Ocean,1Q4DK5GLldkubj5GtCzbs7,Cuando Me Acerco A Ti,0.183,0.736,0.543,0.0,9,0.197,-9.037,1,0.24,91.913,4,0.245,68,193.0
Post Malone,0R6Jlsq25eZB3Wftpxi3oF,Jonestown (Interlude),0.751,0.341,0.495,0.462,0,0.261,-10.251,0,0.0446,78.395,4,0.252,68,112.0
Kali Uchis,1HA2V2EfAgJUBVOju4YfiB,Just A Stranger (feat. Steve Lacy),0.127,0.745,0.672,0.0,9,0.103,-5.738,1,0.0346,108.031,4,0.641,68,178.0
A$AP Rocky,3ZYwSDF9knZI0RVlKR4PHC,Bad Company (feat. BlocBoy JB),0.0679,0.901,0.529,0.0,8,0.536,-7.94,1,0.413,144.941,4,0.343,68,184.0
A$AP Rocky,52eYVUkFTOVozbVFIaFrnV,Tony Tone,0.139,0.534,0.783,0.0,1,0.0831,-4.013,1,0.261,69.716,4,0.334,68,208.0
Drake,3XLSlQLJf3Ut0zvMUxnF1h,Houstatlantavegas,0.393,0.683,0.695,0.00124,1,0.124,-6.798,0,0.0574,135.337,4,0.406,68,291.0
Mac Miller,1883mCuSqnfnrWoq8i3myH,Programs,0.0809,0.88,0.569,5.82e-05,10,0.214,-6.517,0,0.221,134.924,4,0.474,68,190.0
Trey Songz,7pSn2j9BhIWMqmKDfhkbTQ,Solid,0.0665,0.574,0.587,0.0,2,0.467,-6.565,0,0.066,132.091,4,0.353,68,219.0
Nicki Minaj,2qsQ8eVDPmobZpvDxQCVQu,Barbie Tingz,0.0849,0.917,0.689,0.0,6,0.603,-6.225,1,0.264,102.414,4,0.443,68,192.0
Jus2,1JQPZKIXKU3wdOSjk2ILgM,FOCUS ON ME,0.0974,0.797,0.767,1.32e-05,0,0.101,-3.286,0,0.151,98.988,4,0.536,68,216.0
Feid,5gH9CSkFW45IjfocI8MPsb,Perfecta,0.0868,0.8,0.794,8.59e-06,0,0.164,-3.704,0,0.211,92.022,4,0.647,68,183.0
Rim'K,2XESFfYekQ0mRau2GXjT3E,Air Max,0.35,0.83,0.604,0.0,1,0.098,-7.23,0,0.425,141.987,4,0.517,68,206.0
Little Mix,7IOuCLt770D8v0u3SVaDeI,Wasabi,0.00451,0.847,0.656,0.000854,2,0.143,-4.976,1,0.115,114.001,4,0.234,68,155.0
SUNMI,5gA9Xn8oPts2aewPgxVkPD,Heroine,0.0599,0.671,0.782,1.9e-06,7,0.393,-3.912,1,0.0402,121.987,4,0.582,68,195.0
Empty Space,07dIxNWwFGWwPrYuMypE2z,Whisperer,0.956,0.153,0.165,0.827,7,0.0794,-18.633,0,0.037,135.468,3,0.0339,68,189.0
Cozz,7jmTA4qUoE3powcTpw3dvF,Zendaya (feat. J. Cole),0.19,0.702,0.891,0.0,8,0.154,-3.28,0,0.361,78.876,4,0.517,68,258.0
5 Seconds of Summer,5EqlEvrylr3DNy3R11Kmrz,Youngblood - Acoustic,0.127,0.607,0.589,0.0,4,0.182,-6.068,0,0.0274,114.946,4,0.399,68,221.0
Duki,2p1AlnJxp15v7ohNuLwjbl,Hijo De La Noche,0.196,0.7,0.82,0.0,4,0.258,-4.126,0,0.0351,129.973,4,0.313,68,207.0
Armin van Buuren,5hw9RzFpyZqkW7ADN2NKeO,Don't Give Up On Me,0.0467,0.717,0.702,0.0,0,0.268,-5.78,0,0.142,117.957,4,0.63,68,185.0
Ugly God,7HNhyjMiTMDDDJixTS0yn0,Hello (feat. Lil Pump),0.069,0.926,0.519,0.0,1,0.122,-3.723,1,0.177,142.096,4,0.361,68,166.0
Tom Misch,02CygBCQOIyEuhNZqHHcNx,It Runs Through Me,0.205,0.802,0.607,0.000748,11,0.246,-11.028,0,0.289,96.916,4,0.274,68,262.0
La Adictiva Banda San José de Mesillas,7wn6BpxyFpu7SApkSE6QKE,Con Todo Incluido,0.414,0.837,0.694,2.83e-06,0,0.112,-4.879,1,0.0346,125.059,4,0.973,68,139.0
Alan Walker,1ynVxkQjPcDRlJwYkApoNy,Different World (feat. CORSAK),0.0705,0.607,0.76,0.0,7,0.14,-4.718,0,0.0367,129.971,4,0.349,68,203.0
Novo Talos,7KWhxUrK9ofPTn3ItWceR5,For the Love of Love,0.995,0.321,0.0258,0.915,1,0.137,-27.129,1,0.0454,67.535,3,0.255,68,143.0
Logic,0jqBo5RYn008f4ZY8kPewW,Indica Badu,0.0441,0.715,0.723,0.000834,7,0.102,-3.263,1,0.191,77.02,4,0.97,68,260.0
Mumford & Sons,5V0nHhlYIjUMfcSoJ5ziRD,Beloved,0.00539,0.445,0.773,0.153,2,0.131,-7.227,1,0.0441,191.966,4,0.313,68,265.0
Eric Paslay,4u6eRWSXvzVZtRP6m48Psx,Young Forever,0.0255,0.553,0.89,1.02e-06,0,0.241,-5.394,1,0.0349,162.049,4,0.582,68,198.0
The Head and the Heart,6cG99KcHVOlmQOiYcu6cjb,Missed Connection,0.0116,0.669,0.789,4.72e-06,0,0.387,-5.134,1,0.0518,87.57,4,0.543,68,195.0
NAV,19CWeHbg3Z9XJH4Uzdk6tf,Vicodin,0.334,0.759,0.537,0.0,0,0.166,-5.865,1,0.347,160.951,4,0.299,68,131.0
Momento,6e6xf3BuRf9o7pz1koO4ku,In Her Temple,0.838,0.196,0.168,0.932,9,0.11,-25.875,0,0.0654,68.745,5,0.0378,68,272.0
Factuel,49clL8x9cUKrRn1OXOzUyz,Wild Heart,0.0493,0.756,0.736,0.00215,6,0.223,-4.327,0,0.0451,123.992,4,0.384,68,192.0
Rico Nasty,1nrsFfACPG4Hnw5AuOpCND,Smack A Bitch,0.0055,0.703,0.7,0.0,2,0.115,-2.417,1,0.221,169.861,4,0.34,68,138.0
Lyanno,4qkun7AaUFno3rE8xp0zYi,Pa Mi,0.228,0.835,0.782,0.0,8,0.108,-4.256,0,0.102,128.021,4,0.645,68,230.0
H.E.R.,56Rmib5mhCfiaSJqhLgEdW,Hard Place - Single Version,0.143,0.611,0.769,2.77e-05,9,0.314,-4.044,1,0.112,160.014,4,0.414,68,210.0
Hozier,5uIYONgpUQ7t0v7D6CTMBt,Shrike,0.464,0.387,0.278,0.00527,7,0.102,-8.454,0,0.0318,153.426,3,0.0632,68,301.0
Dynoro,38ec90xq2fKFMRJJahgnYX,Hangover,0.0253,0.757,0.719,0.0113,5,0.252,-8.029,1,0.0646,128.007,4,0.155,68,143.0
Nipsey Hussle,5RHl48vC9W0bnabDTt2jJ7,Right Hand 2 God - Bonus Track,0.0394,0.444,0.802,0.0,10,0.504,-2.398,0,0.199,97.234,5,0.165,68,188.0
Julia Michaels,2cOE7d35PyfAh9M7DglPk0,In This Place,0.0419,0.405,0.62,1.38e-05,0,0.108,-6.806,0,0.142,195.881,4,0.48,68,201.0
Pusha T,7iEoaTyBCqLaAwJnOP1BTn,The Games We Play,0.0713,0.694,0.796,0.0163,5,0.096,-3.696,1,0.198,78.033,4,0.592,68,166.0
YoungBoy Never Broke Again,2ulXW6DPrhTDt7ZqqYDdhu,Genie,0.286,0.598,0.605,0.0,7,0.0875,-4.92,0,0.452,159.517,4,0.513,68,195.0
Ummet Ozcan,34m69Q5xrI67xUM8MHFWeK,Change My Heart,0.131,0.657,0.83,0.0,5,0.0865,-4.918,0,0.0404,90.028,4,0.218,68,188.0
Arctic Monkeys,3nhzPKCm2yqGmgEhdAg19u,Four Out Of Five,0.0626,0.601,0.863,0.0,0,0.0717,-4.31,1,0.0685,130.189,4,0.676,68,312.0
Rudimental,0qynC1yRTNWI7JEsKV9dwg,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen) - Acoustic",0.0505,0.604,0.621,0.0,0,0.159,-6.361,1,0.0262,91.985,4,0.207,68,213.0
Nayt,0eczHniJguffShMNltOqMo,Gli occhi della tigre,0.657,0.732,0.803,0.0,6,0.605,-8.725,0,0.29,135.063,4,0.537,68,166.0
Hozier,4byXh93siQtzKLdjKuJaAF,No Plan,0.115,0.456,0.75,1.69e-05,9,0.114,-4.609,0,0.0444,80.019,4,0.564,68,331.0
Zibra Inguzu,0vBF31MfEp7DDHHIfbxwIH,Lux,0.936,0.151,0.00678,0.902,10,0.127,-35.997,1,0.0587,105.758,1,0.0329,68,196.0
Naturally Recurring,1PEbZAKVXlrABYuzZpBypd,Stage Three,0.733,0.158,0.0529,0.967,1,0.0842,-30.9,0,0.0529,133.652,4,0.0399,68,219.0
Smooky MarGielaa,6R9nl7ucaIt4mMNscXP0Qq,"Flight To Memphis (feat. Chris Brown, Juicy J & A$AP Rocky)",0.0237,0.796,0.718,0.0,1,0.105,-7.215,0,0.277,156.07,4,0.867,68,216.0
Floriscope,45HRj3YdVgAOLbkSRiJ4l3,Floriscope,0.969,0.419,0.0168,0.939,0,0.111,-26.478,0,0.0379,63.238,4,0.278,68,175.0
2 Chainz,5TTLIG6IKMMcLR3iLYHHYb,"2 Dollar Bill (feat. Lil Wayne, E-40)",0.37,0.852,0.739,0.0,10,0.0429,-4.692,0,0.182,101.019,4,0.668,68,240.0
Nicki Minaj,19Fcrc0nJiwMKom00gS9SW,Good Form,0.113,0.88,0.775,0.00264,7,0.0943,-5.133,1,0.0952,96.507,4,0.284,68,199.0
El Fantasma,1v8O6qnd7wgM5ipMgtzeaN,Dolor y Amor,0.237,0.656,0.38,0.000456,8,0.102,-5.757,1,0.0503,137.001,4,0.935,68,160.0
NAV,5PFfxZ9WezcE8JiUWLsyus,Hold Your Breath (feat. Gunna),0.137,0.825,0.682,0.0,8,0.122,-5.197,1,0.214,146.129,4,0.5,68,171.0
MNEK,7haQE5nOcxwk0HXahP0aV3,Colour,0.408,0.683,0.782,0.0,0,0.236,-2.989,1,0.0497,100.954,4,0.673,68,201.0
NAV,1KAObz8ZfyuMj4YTxHIrfA,Tussin (feat. Young Thug),0.439,0.662,0.503,0.0,0,0.102,-6.701,0,0.359,162.918,4,0.315,68,180.0
NAV,4m21W5fWeVx63he1dNgGlM,Ralo,0.299,0.863,0.485,0.0,6,0.109,-8.44,0,0.387,145.945,4,0.518,68,185.0
Alec Chambers,6m1hYbfABsUSL3c7QFRBxB,Without Me,0.802,0.609,0.258,0.0,11,0.421,-12.602,0,0.0482,136.041,4,0.344,68,117.0
Bazzi,4pabDIdwjv80lbsx7XcNwZ,Soarin,0.0635,0.45,0.674,0.0,0,0.381,-5.268,1,0.0332,76.882,4,0.211,68,177.0
Trap Capos,4DS7HoqrKq1dDjeYOKBlu9,De las 2,0.71,0.744,0.696,0.0,8,0.0808,-5.015,0,0.117,120.146,4,0.406,68,260.0
Dustin Lynch,5OBtr92M0xsvOGqpnz3LzW,Ridin' Roads,0.0986,0.547,0.817,0.0,9,0.136,-4.255,1,0.0448,142.118,4,0.592,68,205.0
Trap Capos,4DS7HoqrKq1dDjeYOKBlu9,De las 2 (feat. Bad Bunny & Arcángel),0.71,0.744,0.696,0.0,8,0.0808,-5.015,0,0.117,120.146,4,0.406,68,260.0
Blake Rose,2Pph0CUJ8uksCBzV6iyuQF,Lost,0.216,0.595,0.687,0.0,4,0.107,-6.536,1,0.0486,94.73,4,0.508,68,235.0
Novo Amor,7CoMBpPTwQi2wPT0U0Nr9b,State Lines,0.959,0.514,0.309,0.232,9,0.0963,-10.623,1,0.031,137.462,3,0.152,68,209.0
YoungBoy Never Broke Again,3shHzEWwP2671lV4AscHhZ,Head On (feat. Kevin Gates),0.0267,0.897,0.628,4.47e-06,1,0.119,-4.693,0,0.219,147.997,4,0.636,68,118.0
Polo G,7AXoX6HdYwf52e8i8XffOI,Battle Cry,0.234,0.743,0.59,0.0,7,0.093,-7.788,1,0.382,150.021,4,0.346,68,192.0
Verbus,3UADr5hqpveJTBHXKbdA23,Trust in Me,0.101,0.74,0.592,1.44e-05,0,0.45,-8.275,1,0.181,121.002,4,0.119,68,163.0
Becky Hill,6u8epWzzk3CsJ05sqExF6T,I Could Get Used To This,0.0152,0.621,0.653,0.0,7,0.427,-4.573,1,0.0523,117.129,4,0.345,68,194.0
A Boogie Wit da Hoodie,76vviJBqmRdMMb9u9npgfj,Pull Up (feat. NAV),0.487,0.828,0.37,0.0,7,0.119,-7.446,0,0.264,149.95,4,0.557,68,194.0
Felix Cartal,53hNIcq8OLj9OUNvQ4ulFM,Love Me,0.0506,0.754,0.824,7.92e-06,5,0.108,-2.453,0,0.039,116.978,4,0.613,68,195.0
Léonie Deval,2ObH57c9jqW0d3H6mKgAQk,Sycamore,0.995,0.519,0.0786,0.953,3,0.123,-20.894,0,0.095,64.455,3,0.314,68,67.0
David Lee Murphy,2NEBP8SXEqwZt2PRdPXXuy,Everything's Gonna Be Alright,0.0721,0.764,0.587,6.45e-06,5,0.094,-7.002,0,0.0298,89.98,4,0.494,68,230.0
Charlie Charles,4BGmYEDOK1swwoxTtfmVZD,Peace & Love,0.14,0.68,0.785,0.0,8,0.309,-5.313,1,0.0615,152.962,4,0.319,68,183.0
Maisie Peters,7wjprvfscpUNacftNovfQO,Stay Young,0.058,0.685,0.691,5.62e-06,9,0.136,-4.673,1,0.0864,92.95,4,0.302,68,202.0
Nicky Romero,2D5Fi0jgFCo2kWJ84wAxWb,Ring The Alarm,0.0004,0.568,0.968,0.397,7,0.0954,-3.772,1,0.109,125.998,4,0.313,68,170.0
Vald,4ueL4j6iOPX23UG5VsvGrm,Désaccordé,0.418,0.746,0.498,0.0,1,0.116,-8.366,0,0.349,150.089,4,0.428,68,215.0
Rand Aldo,7IeAd6rhMU9zMG0wccZbwb,Between Moments,0.973,0.273,0.0065,0.946,4,0.112,-27.214,1,0.0366,63.427,3,0.234,68,116.0
John Gurney,2cxU72H3CkiHJKiJhOj1Rm,Home With Her,0.137,0.731,0.614,1.3e-05,7,0.151,-7.525,0,0.0628,80.025,4,0.508,68,179.0
Elina,02VOS5QRFc6i1XQVROAeDi,Here With Me,0.681,0.433,0.267,0.0,7,0.0811,-10.419,1,0.0469,93.072,4,0.255,68,196.0
The Neighbourhood,113xf7t4qNM7038YJvauik,Nervous,0.0213,0.589,0.614,0.165,0,0.31,-7.528,0,0.0426,119.837,4,0.318,68,245.0
RaeLynn,0ExiKxfY5rHBW06TcV1xXU,Queens Don't,0.0703,0.658,0.695,0.0,0,0.13,-5.499,1,0.0279,133.949,4,0.571,68,186.0
Lali,5rUNrHC5b0oYanaw370Ncz,Sin Querer Queriendo (feat. Mau y Ricky),0.181,0.7,0.862,0.0,11,0.1,-4.893,0,0.101,170.108,4,0.618,68,229.0
Lenin Ramírez,3ohXKHyHxxuXo8UsRL3h17,Hierba de Receta,0.52,0.666,0.715,0.0,9,0.465,-5.311,0,0.0374,115.874,3,0.736,68,194.0
Dalex,5yx43rnqectCMLHDdNgyyB,Lucete,0.41,0.702,0.58,0.0,9,0.187,-7.791,0,0.237,83.018,4,0.525,68,190.0
Megan Thee Stallion,4rd4bY5IzC4AN6NdgYGtWD,Freak Nasty,0.00228,0.953,0.723,0.0,1,0.336,-6.437,1,0.248,99.969,4,0.221,68,174.0
Trippie Redd,7uenITonAmg7wXmFd3kkms,I Tried Loving,0.181,0.624,0.686,0.0,1,0.19,-4.809,0,0.0436,160.076,4,0.223,68,194.0
Logic,3irKogkH8P1B1nONmEcHgY,YSIV,0.0821,0.758,0.782,0.0,10,0.111,-6.153,0,0.309,91.073,4,0.676,68,369.0
Cuco,03ZkvqZOANKndGXfAAPywG,Drown,0.455,0.674,0.615,0.00091,0,0.208,-8.188,1,0.147,85.048,4,0.756,68,234.0
Russ,2qfWkO1ZRcSdeHb1Cb3xIi,Serious,0.132,0.69,0.635,0.0,1,0.362,-7.624,1,0.34,144.065,4,0.569,68,189.0
Ozuna,48aHJHJyNBcuYIFGMrT5cQ,Tu Olor,0.194,0.882,0.802,1.62e-06,11,0.0737,-4.298,0,0.048,97.018,4,0.67,68,194.0
Rich The Kid,4m2n0xzP9VnaQnhim9aYCD,Slide,0.00353,0.792,0.648,1.25e-05,11,0.113,-6.106,0,0.245,75.956,4,0.372,68,168.0
2 Chainz,6f6xUMBUrXYK3JrlXXCm3R,Forgiven (feat. Marsha Ambrosius),0.155,0.491,0.523,0.0,7,0.405,-9.417,1,0.592,73.79,4,0.243,68,323.0
Calum Scott,6EkQmHBoux7iqK4vjfHq4V,Need To Know,0.0968,0.728,0.739,0.0,3,0.0889,-6.95,1,0.151,125.064,4,0.311,68,168.0
Parcels,66tkDkPsznE5zIHNt4QkXB,Tieduprightnow,0.291,0.863,0.533,0.00126,5,0.0794,-7.986,0,0.0484,102.025,4,0.738,68,250.0
Logic,6VDz4m1vEGHDDqQojf1mpc,"Wu Tang Forever (ft. Ghostface Killah, Raekwon, RZA, Method Man, Inspectah Deck, Cappadonna, Jackpot Scotty Wotty, U-God, Masta Killa, GZA)",0.146,0.703,0.807,0.0,1,0.379,-4.936,1,0.315,90.933,4,0.768,68,488.0
Meek Mill,3EQ9QP2E7wjYQba8OSPBst,Intro,0.0557,0.678,0.76,0.0,1,0.359,-5.546,1,0.221,96.044,4,0.24,68,213.0
A$AP Rocky,2MF4HtZHBoUliOi9nOAbS0,Purity,0.832,0.594,0.37,0.0,11,0.108,-11.674,0,0.404,135.391,4,0.309,68,262.0
Monsta X,2pmbxzWBNM6j5p9CQH32f1,Alligator,0.0654,0.71,0.945,0.0,5,0.111,-1.682,0,0.07,98.032,4,0.716,68,193.0
NAV,6oHalJC4hM1cS4tt6fhzLH,Go To Hell,0.442,0.783,0.634,0.0,10,0.224,-5.279,0,0.294,171.997,4,0.359,68,127.0
Sia,2ludbmtPoyCPe2K08fAlFl,Helium (Sia vs. David Guetta & Afrojack),0.0977,0.542,0.587,0.0,4,0.2,-6.145,1,0.035,136.915,4,0.243,68,237.0
Logic,4NQNuItFMPClEJNCceGdF3,Baby,0.229,0.682,0.755,0.0,4,0.0966,-4.436,1,0.0488,95.998,4,0.197,68,238.0
Tyla Yaweh,4JIPyaaceaEZtOJAWmzBzF,Salute (feat. French Montana),0.331,0.768,0.729,0.0,9,0.126,-4.079,0,0.102,152.038,4,0.588,68,183.0
Lost Kings,6C3MGasn7adPXHlE1z4NbV,FU4E,0.134,0.794,0.644,5.18e-05,5,0.182,-5.522,1,0.0355,146.032,4,0.788,68,207.0
Logic,0Sceq3bQBTB70SJwAZm9Nu,I'm Probably Gonna Rock Your World,0.745,0.73,0.552,0.0151,4,0.1,-8.365,0,0.155,173.981,4,0.758,68,152.0
Cooliecut,6tFWMs2FJMi4loy4XlR8bz,Nothing,0.65,0.722,0.654,0.00213,9,0.137,-7.115,1,0.0279,119.93,4,0.55,68,128.0
Wet,1BzdE75pSHlsqF2roxxEWk,11 Hours - Branchez Remix,0.626,0.687,0.352,0.000151,8,0.133,-8.229,1,0.0759,122.955,4,0.155,68,156.0
Mallrat,706J9prVXY8vZHhp9VGiBE,Groceries,0.131,0.686,0.539,1.94e-05,0,0.116,-8.623,1,0.0349,115.987,4,0.186,68,217.0
Robinson,4GV5sSkmlS3BQutuSIqZkV,Medicine,0.134,0.529,0.817,0.0,9,0.0905,-4.05,0,0.052,77.053,4,0.299,68,226.0
Zara Larsson,4Fxj5bX8ZlTGw42BIkFwng,Ruin My Life - Piano Version,0.834,0.65,0.462,0.0,11,0.13,-7.204,1,0.0344,124.94,4,0.463,68,190.0
Lele Pons,407bMQYO7pKNipPaB5DanI,Bloqueo,0.1,0.891,0.72,7.57e-06,1,0.207,-4.585,0,0.0699,97.015,4,0.696,68,189.0
Yüzyüzeyken Konuşuruz,11PO9iu6PtpgL1JK4QNUEJ,Dinle Beni Bi',0.562,0.557,0.683,0.897,9,0.107,-9.298,0,0.0471,91.965,4,0.543,68,145.0
Starboy,1KpBtWSI9dlv0RjtzvF1BD,"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)",0.594,0.841,0.644,0.00402,9,0.142,-3.284,0,0.083,108.003,4,0.881,68,256.0
O.T. Genasis,0MSO8zh09EAFtZz1E9jOEh,Bae,0.0477,0.79,0.596,7.57e-06,5,0.128,-5.084,0,0.353,202.2,4,0.336,68,157.0
Gunna,3QLvGx3PNgsyIjJOyIcuGh,Big Shot,0.0301,0.82,0.551,5.92e-06,2,0.134,-6.144,1,0.125,156.983,4,0.328,68,178.0
NCT,1EYSS9Lp7a9f20C3FaOVgI,Baby Don’t Stop,0.0214,0.827,0.739,4.13e-06,8,0.043,-6.391,1,0.0744,95.999,4,0.352,68,183.0
Pia Mia,4wOXx92SlZWxNtuBytlMsK,Bitter Love,0.146,0.365,0.652,0.0,7,0.114,-2.666,1,0.0356,101.65,3,0.143,68,218.0
Lennon Stella,1ydOxBgLmEMfWffu6t4H5x,Bad,0.366,0.827,0.613,1.25e-05,8,0.093,-5.34,1,0.0621,137.96,4,0.747,68,178.0
Kacey Musgraves,65krgqLiZqW12PZAUQ9l2x,Velvet Elvis,0.173,0.677,0.616,0.0,1,0.0427,-5.241,1,0.032,89.988,4,0.736,68,154.0
Air Supply,2lmcH6prYo3BlR8LfRUJc3,All Out of Love,0.077,0.502,0.513,0.0,0,0.494,-6.473,1,0.0251,108.371,4,0.318,68,241.0
NAV,45pufTUf5x1CWEyXJxGdA6,Freshman List,0.13,0.744,0.568,0.0,11,0.11,-8.08,1,0.32,172.047,4,0.371,68,187.0
Sasha Sloan,75iZaRMctH8FamTOhokRVJ,Faking It,0.32,0.647,0.371,0.0,1,0.205,-8.645,0,0.0575,81.094,4,0.243,68,167.0
Future,5R2pz8i4k4bvRAqiIFXzKz,Faceshot,0.00772,0.802,0.833,0.0,11,0.346,-4.234,1,0.0832,165.97,4,0.132,68,176.0
Lauv,2wCVpdNSHjqIn2en8jAnF0,Paranoid,0.644,0.701,0.241,0.000171,2,0.149,-8.388,0,0.0515,107.969,3,0.132,68,193.0
Bradley Cooper,1YWY0dnutW2Zx61OPFyDLF,Too Far Gone,0.0385,0.565,0.482,1.98e-05,7,0.107,-6.621,1,0.0251,67.479,4,0.342,68,86.0
Logic,5cJBMRBaLTxrT02SSaoPJO,Supermarket,0.0396,0.682,0.574,5.3e-05,8,0.16,-5.92,1,0.029,89.991,4,0.366,68,183.0
Eminem,6B3zy3LOKHndqsviCr2z15,Em Calls Paul - Skit,0.977,0.707,0.314,0.0,6,0.109,-10.115,0,0.747,104.014,4,0.602,68,49.0
David Guetta,2Y6I8OVTgvz1Yuch4oQJcO,Say My Name (feat. Bebe Rexha & J Balvin) - Afrojack & Chasner Remix,0.0052,0.406,0.91,0.00236,10,0.0783,-3.916,0,0.0594,127.974,4,0.239,68,251.0
Hayden James,6tB4XVKceo2307SSWXaO0y,Just Friends,0.105,0.639,0.685,0.0,9,0.143,-4.571,0,0.049,110.041,4,0.363,68,239.0
George Ezra,6jR6rBNVF9bHpvdNNqOjvg,Hold My Girl (Acoustic Version),0.89,0.711,0.395,0.0,10,0.0845,-7.327,1,0.0311,122.043,4,0.519,68,212.0
H.E.R.,3LtnXdDD9VFBtHy5kmGILx,As I Am,0.0895,0.547,0.564,1.02e-06,2,0.152,-8.101,0,0.291,81.155,4,0.179,68,240.0
Gunna,79Dpa6xXRNsXzMueN8BvAg,On A Mountain,0.0808,0.787,0.552,0.0,4,0.102,-7.676,0,0.0685,81.987,4,0.21,68,176.0
Elohim,07CQ0ux2CwbaVN05sfG1zN,Sleepy Eyes,0.051,0.608,0.736,0.0,6,0.215,-6.7,1,0.165,97.038,4,0.489,68,203.0
Jen Brook,4HUAT9dBskTeZO4kYXRTKI,How Did We Wind Up Here?,0.992,0.26,0.0622,0.88,7,0.111,-25.138,1,0.0359,171.074,4,0.408,68,123.0
Rascal Flatts,7Lr4XaxGpkAwa37IVgg22k,Back To Life,0.191,0.467,0.701,0.0,4,0.0769,-4.997,1,0.0302,132.041,3,0.28,68,214.0
Drake,1Tnw0ItH1Macok8gblnPPd,Is There More,0.727,0.698,0.547,0.0,1,0.159,-7.607,1,0.315,83.801,4,0.548,68,227.0
NCT DREAM,26vOBLHS116a4WNUVlvAUW,We Go Up,0.0138,0.893,0.77,0.0,8,0.225,-4.692,1,0.107,122.067,4,0.349,68,183.0
KEY,7Bd6h5KwA4ASCXCSoWIS3i,I Wanna Be,0.21,0.708,0.749,0.0,8,0.0441,-4.332,1,0.0554,129.079,4,0.622,68,193.0
Cher Lloyd,2SPEg45ZaUFJCg9GwNmRvw,None Of My Business,0.428,0.793,0.488,0.0,2,0.0823,-5.807,0,0.0462,133.957,4,0.5,68,184.0
ayokay,4PUWpNtDejQwwa80LjvxXl,Sleepless Nights (feat. Nightly),0.0563,0.663,0.696,6.25e-06,11,0.226,-5.994,1,0.0349,139.98,4,0.449,68,198.0
Nipsey Hussle,1IA0DHaEGwuK5xhvnontdP,Keyz 2 The City 2 (feat. TeeFlii),0.0225,0.601,0.591,0.0,4,0.253,-5.519,0,0.421,141.482,4,0.192,68,186.0
Conan Gray,7KJXiuMXQu723ODChoxENp,Greek God,0.157,0.572,0.82,7.21e-06,6,0.109,-6.4,0,0.0764,139.003,4,0.144,68,237.0
Bring Me The Horizon,2lLsjgDoS0Hg5pNNHymXGG,why you gotta kick me when i'm down?,0.175,0.607,0.841,1.33e-05,10,0.132,-4.805,0,0.136,131.862,4,0.518,68,269.0
